"documenttype","documentno","docdate","oderdate","duedate","postingdate","customercode","customername","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","salespersoncode","printed","released","status","userid","period","entryno","vatinclusive","QtyDiscount","journal","shipping","packagescharge","picture"
"10","INV1718","7/9/2021 12:00:00 AM","","","7/9/2021 12:00:00 AM","Dr510832","SUMP GUARD CENTRE LTD","DLV.3662","SO2146","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","59","1562659","False","","Jv26045","","",""
"10","INV1719","7/1/2021 12:00:00 AM","","","7/9/2021 12:00:00 AM","Dr594","TINFRA ENGINEERING LIMITED","DLV.3642","SO2142","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562661","False","","Jv26047","","",""
"10","INV172","1/30/2017 12:00:00 AM","1/30/2017 12:00:00 AM","1/31/2017 12:00:00 AM","1/30/2017 12:00:00 AM","Dr40654","MANTONIC LIMITED","LD no.4024","SO262","","","General             ","KES       ","Sr1       ","1","2","1","Mary Mugure         ","5","70150","False","","","","",""
"10","INV1720","7/8/2021 12:00:00 AM","","","7/9/2021 12:00:00 AM","Dr510854","CHINA STATE CONSTRUCTION ENG","DLV.3657","SO2147","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562664","False","","Jv26049","","",""
"10","INV1721","7/10/2021 12:00:00 AM","","","7/10/2021 12:00:00 AM","Dr371","EASTERN GENERAL","","SO2148","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562667","False","","Jv26057","","",""
"10","INV1722","7/10/2021 12:00:00 AM","","","7/10/2021 12:00:00 AM","Dr510793","TAFARIA COUNTRY LODGE","","SO2150","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562671","False","","Jv26061","","",""
"10","INV1723","7/12/2021 12:00:00 AM","","","7/12/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","","SO2151","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562674","False","","Jv26070","","",""
"10","INV1724","7/2/2021 12:00:00 AM","","","7/12/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3643,3644&amp;3645","SO2152","","","no vat              ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562677","False","","Jv26073","","",""
"10","INV1725","7/10/2021 12:00:00 AM","","","7/12/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3667","SO2153","","","no vat              ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562680","False","","Jv26075","","",""
"10","INV1726","7/13/2021 12:00:00 AM","","","7/13/2021 12:00:00 AM","Dr471","JAMES FINLAY KENYA LIMITED -L1","LPO250252114676","SO2155","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562684","False","","Jv26110","","",""
"10","INV1727","7/13/2021 12:00:00 AM","","","7/13/2021 12:00:00 AM","Dr384","POLICAL INTERNATIONAL","","SO2156","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562687","False","","Jv26116","","",""
"10","INV1728","7/13/2021 12:00:00 AM","","","7/13/2021 12:00:00 AM","Dr434","S.S MEHTA AND SONS LTS","","SO2157","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562690","False","","Jv26122","","",""
"10","INV1729","7/13/2021 12:00:00 AM","","","7/13/2021 12:00:00 AM","Dr434","S.S MEHTA AND SONS LTS","","SO2158","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562693","False","","Jv26125","","",""
"10","INV173","1/30/2017 12:00:00 AM","1/26/2017 12:00:00 AM","1/31/2017 12:00:00 AM","1/30/2017 12:00:00 AM","Dr649","TUFFSTEEL","LPO no.6000081","SO263","","","General             ","KES       ","Sr1       ","1","3","1","Mary Mugure         ","5","70152","False","","","","",""
"10","INV1730","7/10/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3664&amp;3665","SO2154","","","no vat              ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562696","False","","Jv26127","","",""
"10","INV1731","7/8/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr510688","CHINA WUYI ELDORET","DLV.3658","SO2149","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562699","False","","Jv26131","","",""
"10","INV1732","7/10/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr510688","CHINA WUYI ELDORET","DLV 3666","SO2161","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562702","False","","Jv26133","","",""
"10","INV1733","7/14/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","","SO2162","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562705","False","","Jv26135","","",""
"10","INV1734","7/14/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO2163","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","59","1562708","False","","Jv26140","","",""
"10","INV1735","7/14/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr50654","EDN &amp; GEORGE","DLV.3641","SO2165","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562712","False","","Jv26142","","",""
"10","INV1736","7/14/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr371","EASTERN GENERAL","","SO2166","","","General             ","KES       ","Sr1       ","1","3","1","Lucybriate          ","59","1562715","False","","Jv26145","","",""
"10","INV1737","6/15/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr510784","LOKINZO ENTERPRISE","DLV.3546","SO2167","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","58","1562718","False","","Jv26147","","",""
"10","INV1738","7/14/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3673","SO2168","","","no vat              ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562721","False","","Jv26152","","",""
"10","INV1739","7/14/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr510758","TRANSLEE KENYA LIMITED","","SO2164","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562723","False","","Jv26154","","",""
"10","INV174","1/31/2017 12:00:00 AM","","2/1/2017 12:00:00 AM","1/31/2017 12:00:00 AM","Dr435","HURRICANE VENTURES","","SO264","","","General             ","KES       ","Sr1       ","1","2","1","Mary Njeri          ","5","70154","False","","","","",""
"10","INV1740","6/3/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr510810","CHINA WUYI CO LTD","","SO2169","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562726","False","","Jv26156","","",""
"10","INV1741","7/2/2021 12:00:00 AM","","","7/14/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","DLV 3646","SO2170","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562729","False","","Jv26158","","",""
"10","INV1742","6/26/2021 12:00:00 AM","","","7/15/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","DLV 3631","SO2171","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562732","False","","Jv26161","","",""
"10","INV1743","7/15/2021 12:00:00 AM","","","7/15/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","","SO2173","","","General             ","KES       ","not       ","1","0","1","Lucybriate          ","59","1562736","False","","Jv26163","","",""
"10","INV1744","7/16/2021 12:00:00 AM","","","7/16/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","","SO2175","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562740","False","","Jv26189","","",""
"10","INV1745","7/16/2021 12:00:00 AM","","","7/16/2021 12:00:00 AM","Dr510762","SEWECO PAINTS K LTD","LPO1686","SO2176","","","General             ","KES       ","Sr5       ","1","0","1","Mary                ","59","1562743","False","","Jv26221","","",""
"10","INV1746","7/16/2021 12:00:00 AM","","","7/16/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","DLV.3675","SO2174","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562746","False","","Jv26241","","",""
"10","INV1747","6/30/2021 12:00:00 AM","","","7/16/2021 12:00:00 AM","Dr510772","MPEKE HARDWARE","DLV 3637","SO2172","","","no vat              ","KES       ","Sr1       ","1","0","1","Mugure              ","58","1562748","False","","Jv26243","","",""
"10","INV1748","7/17/2021 12:00:00 AM","","","7/17/2021 12:00:00 AM","Dr510784","LOKINZO ENTERPRISE","","SO2177","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562751","False","","Jv26245","","",""
"10","INV1749","7/17/2021 12:00:00 AM","","","7/17/2021 12:00:00 AM","Dr510784","LOKINZO ENTERPRISE","","SO2178","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562754","False","","Jv26247","","",""
"10","INV175","2/6/2017 12:00:00 AM","2/4/2017 12:00:00 AM","2/7/2017 12:00:00 AM","2/6/2017 12:00:00 AM","Dr50654","EDDY &amp; GEORGE","LD no.4030","SO265","","","General             ","KES       ","Sr1       ","1","2","1","Mary Mugure         ","6","80148","False","","","","",""
"10","INV1750","7/12/2021 12:00:00 AM","","","7/17/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3668","SO2160","","","no vat              ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562756","False","","Jv26250","","",""
"10","INV1751","7/19/2021 12:00:00 AM","","","7/19/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO2179","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","59","1562759","False","","Jv26309","","",""
"10","INV1752","7/19/2021 12:00:00 AM","","","7/19/2021 12:00:00 AM","Dr392","BENSON KIOH","","SO2181","","","General             ","KES       ","Sr2       ","1","0","1","Lucybriate          ","59","1562763","False","","Jv26316","","",""
"10","INV1753","7/21/2021 12:00:00 AM","","","7/21/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3681","SO2182","","","no vat              ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562778","False","","Jv26389","","",""
"10","INV1754","7/21/2021 12:00:00 AM","","","7/21/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3680","SO2184","","","no vat              ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562786","False","","Jv26395","","",""
"10","INV1755","7/21/2021 12:00:00 AM","","","7/21/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3682","SO2185","","","no vat              ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562790","False","","Jv26398","","",""
"10","INV1756","7/22/2021 12:00:00 AM","","","7/22/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO2188","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","59","1562799","False","","Jv26424","","",""
"10","INV1757","3/30/2021 12:00:00 AM","","","7/22/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","LPO202102-01","SO2186","","","General             ","KES       ","Sr1       ","1","0","1","Mary                ","55","1562800","False","","Jv26425","","",""
"10","INV1758","7/22/2021 12:00:00 AM","","","7/22/2021 12:00:00 AM","Dr471","JAMES FINLAY KENYA LIMITED -L1","LPO 250252114676","SO2189","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562803","False","","Jv26427","","",""
"10","INV1759","7/22/2021 12:00:00 AM","","","7/22/2021 12:00:00 AM","Dr471","JAMES FINLAY KENYA LIMITED -L1","LPO 250252114428","SO2190","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562806","False","","Jv26429","","",""
"10","INV176","2/7/2017 12:00:00 AM","2/4/2017 12:00:00 AM","2/8/2017 12:00:00 AM","2/7/2017 12:00:00 AM","Dr50654","EDN &amp; GEORGE","","SO266","","","General             ","KES       ","Sr1       ","1","2","1","Mary Mugure         ","6","80150","False","","","","",""
"10","INV1760","3/30/2021 12:00:00 AM","","","7/22/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","LPO202102-01","SO2193","","","General             ","KES       ","Sr1       ","1","0","1","Mary                ","55","1562811","False","","Jv26431","","",""
"10","INV1761","3/30/2021 12:00:00 AM","","","7/22/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","LPO202102-01","SO2194","","","General             ","KES       ","Sr1       ","1","0","1","Mary                ","55","1562814","False","","Jv26433","","",""
"10","INV1762","5/25/2021 12:00:00 AM","","","7/22/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","LPO202105-01","SO2195","","","General             ","KES       ","Sr1       ","1","0","1","Mary                ","57","1562817","False","","Jv26435","","",""
"10","INV1763","5/28/2021 12:00:00 AM","","","7/22/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","LPO202105-01","SO2196","","","General             ","KES       ","Sr1       ","1","0","1","Mary                ","57","1562820","False","","Jv26437","","",""
"10","INV1764","5/28/2021 12:00:00 AM","","","7/22/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","LPO0202105-01","SO2198","","","General             ","KES       ","Sr1       ","1","0","1","Mary                ","57","1562824","False","","Jv26439","","",""
"10","INV1765","7/26/2021 12:00:00 AM","","","7/26/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","","SO2200","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562828","False","","Jv26519","","",""
"10","INV1766","7/26/2021 12:00:00 AM","","","7/26/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO2201","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","59","1562831","False","","Jv26521","","",""
"10","INV1767","7/26/2021 12:00:00 AM","","","7/26/2021 12:00:00 AM","Dr140670","Kansai Plascon Kenya Ltd","LPO 140021533","SO2202","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562834","False","","Jv26533","","",""
"10","INV1768","7/22/2021 12:00:00 AM","","","7/26/2021 12:00:00 AM","Dr425","PETWA CONTRUCTIONS CO.LTD","DLV.3685/3691","SO2187","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562836","False","","Jv26556","","",""
"10","INV1769","7/26/2021 12:00:00 AM","","","7/26/2021 12:00:00 AM","Dr510855","pascal construction","","SO2203","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562839","False","","Jv26559","","",""
"10","INV177","2/9/2017 12:00:00 AM","2/9/2017 12:00:00 AM","2/10/2017 12:00:00 AM","2/9/2017 12:00:00 AM","Dr644","CHINA CHANGJAING MATERIALS CO.","LD no.4031","SO267","","","General             ","KES       ","Sr1       ","1","2","1","Mary Mugure         ","6","80152","False","","","","",""
"10","INV1770","7/28/2021 12:00:00 AM","","","7/28/2021 12:00:00 AM","Dr510856","KENBRO INDUSTRIES LTD","FPO2006981","SO2204","","","General             ","KES       ","Sr1       ","1","3","1","Mary                ","59","1562842","False","","Jv26650","","",""
"10","INV1771","7/28/2021 12:00:00 AM","","","7/28/2021 12:00:00 AM","Dr510794","ALEX MACHARIA","","SO2205","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","59","1562845","False","","Jv26652","","",""
"10","INV1772","7/27/2021 12:00:00 AM","","","7/29/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","LPO 202107-01","SO2206","","","General             ","KES       ","Sr1       ","1","3","1","Lucybriate          ","59","1562848","False","","Jv26654","","",""
"10","INV1773","7/15/2021 12:00:00 AM","","","7/30/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","DLV 3674","SO2207","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562851","False","","Jv26668","","",""
"10","INV1774","7/25/2021 12:00:00 AM","","","7/30/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","DLV 3690","SO2209","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562855","False","","Jv26670","","",""
"10","INV1775","7/21/2021 12:00:00 AM","","","7/30/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","DLV 3683","SO2210","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562858","False","","Jv26672","","",""
"10","INV1776","7/22/2021 12:00:00 AM","","","7/30/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","DLV 3686","SO2211","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562861","False","","Jv26674","","",""
"10","INV1777","7/30/2021 12:00:00 AM","","","7/30/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO."," DLV 3694","SO2213","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562865","False","","Jv26678","","",""
