"date","details","cleared","flag","invref","acctfolio","allocat","amount","pamount","module","type","cash","del","curr_cod","curr_rat","id","i_n_t","period","journal","typ","sns","vatamt","vatc","pkey","systypes_1","ledger"
"2/14/2018 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV477              ","Dr220678            ","","30000","0","","","","","KES       ","","","I","18","Jv7162              ","r ","","4137.93","","649855","10","General             "
"2/14/2018 12:00:00 AM","Purchaseof 3drums of K1-60                                                                          ","","DR    ","1413                ","Dr220678            ","","-45000","","","J","","","KES       ","1","","J","18","Jv7163              ","J ","","","","649856","0","01Ca00344           "
"3/2/2018 12:00:00 AM","MC-30 CutBack                                                                                       ","","I     ","INV478              ","Dr533               ","","38001.6","0","","","","","KES       ","","","I","19","Jv7206              ","r ","","5241.6","","650855","10","General             "
"3/3/2018 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV479              ","Dr533               ","","81002.8","0","","","","","KES       ","","","I","19","Jv7210              ","r ","","11172.8","","650856","10","General             "
"3/3/2018 12:00:00 AM","MC-30 CutBack                                                                                       ","","I     ","INV479              ","Dr533               ","","152006.4","0","","","","","KES       ","","","I","19","Jv7210              ","r ","","20966.4","","650857","10","General             "
"3/5/2018 12:00:00 AM","183 kgs Bitumen 80/100                                                                              ","","I     ","INV480              ","Dr230678            ","","13725","0","","","","","KES       ","","","I","19","Jv7213              ","r ","","1893.1","","651855","10","General             "
"3/5/2018 12:00:00 AM","Receipt  INV.480                                                                                    ","","DR    ","Rct357              ","Dr230678            ","","-13725","0","","","","","KES       ","","","R","19","Jv7214              ","_W","","0","","651856","12","02Ac00126           "
"3/2/2018 12:00:00 AM","Receipt  chq 459406                                                                                 ","","DR    ","Rct359              ","Dr474               ","","-448273","0","","","","","KES       ","","","R","19","Jv7217              ","_W","","0","","652855","12","02Ac00126           "
"3/2/2018 12:00:00 AM","Receipt  CHQ.012688                                                                                 ","","DR    ","Rct358              ","Dr533               ","","-100000","0","","","","","KES       ","","","R","19","Jv7218              ","_W","","0","","652856","12","02Ac00126           "
"3/2/2018 12:00:00 AM","Nariana VAT withheld chq no.459406                                                                  ","","DR    ","1415                ","Dr474               ","","-24451.25","","","J","","","KES       ","1","","J","19","Jv7219              ","J ","","","","652857","0","03Va00121           "
"3/2/2018 12:00:00 AM","Receipt  CHQ.012693                                                                                 ","","DR    ","Rct360              ","Dr533               ","","-256982.76","0","","","","","KES       ","","","R","19","Jv7220              ","_W","","0","","652858","12","02Ac00126           "
"3/6/2018 12:00:00 AM","183 kgs Bitumen 80/100                                                                              ","","I     ","INV481              ","Dr240678            ","","13798.2","0","","","","","KES       ","","","I","19","Jv7236              ","r ","","1903.2","","652859","10","General             "
"3/6/2018 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV482              ","Dr431               ","","44300.4","0","","","","","KES       ","","","I","19","Jv7239              ","r ","","6110.4","","652860","10","General             "
"9/12/2018 12:00:00 AM","K1-70  Emulsion (70% bidder content) X 5.00 Drums                                                   ","","I     ","Rvs41               ","Dr646               ","","-85000","0","","","","","KES       ","","","I","25","Jv9640              ","r ","","-11724.14","","708925","13","General             "
"9/25/2018 12:00:00 AM","Receipt  inv676                                                                                     ","","DR    ","Rct523              ","Dr585               ","","-33000","0","","","","","KES       ","","","R","25","Jv9835              ","_W","","0","","715920","12","02Ac00126           "
"9/27/2018 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV677              ","Dr370               ","","48000","0","","","","","KES       ","","","I","25","Jv9849              ","r ","","6620.69","","716912","10","General             "
"9/27/2018 12:00:00 AM","MC-30 CutBack                                                                                       ","","I     ","INV677              ","Dr370               ","","69000","0","","","","","KES       ","","","I","25","Jv9849              ","r ","","9517.24","","716913","10","General             "
"9/27/2018 12:00:00 AM","Receipt  chq000909                                                                                  ","","DR    ","Rct524              ","Dr370               ","","-110948","0","","","","","KES       ","","","R","25","Jv9850              ","_W","","0","","716914","12","02Ac00126           "
"9/27/2018 12:00:00 AM","Receipt  inv672,49,73                                                                               ","","DR    ","Rct525              ","Dr471               ","","-597586","0","","","","","KES       ","","","R","25","Jv9851              ","_W","","0","","716915","12","02Ac00126           "
"9/27/2018 12:00:00 AM","James Finalys VAT withheld transfer inv649,672,673                                                  ","","DR    ","1851                ","Dr471               ","","-32595.6","","","J","","","KES       ","1","","J","25","Jv9852              ","J ","","","","716916","0","03Va00121           "
"9/27/2018 12:00:00 AM","Territorial VAT withheld cheque for inv677                                                          ","","DR    ","1852                ","Dr370               ","","-6052","","","J","","","KES       ","1","","J","25","Jv9853              ","J ","","","","716917","0","03Va00121           "
