"documenttype","documentno","docdate","oderdate","duedate","postingdate","vendorcode","vendorname","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","printed","released","status","userid","period","entryno","vatinclusive","Dimension_1","Dimension_2","freight"
"30","GRN.1189","1/6/2022 12:00:00 AM","","","","cr190687","TAKEZO  VENTURES LTD","","","          ","","01                  ","KES       ","","","1","Rose                ","65","1013051","False","E25       ","          ","5000"
"30","GRN.1190","1/14/2022 12:00:00 AM","","","","cr190718","PETER WANGANDO","","","          ","","01                  ","KES       ","","","1","Lucybriate          ","65","1013054","False","E25       ","          ","0"
"30","GRN.1191","12/7/2021 12:00:00 AM","","","","cr528","CORRUGATED SHEETS LIMITED","","","          ","","General             ","KES       ","","","1","Rose                ","64","1013057","False","E25       ","          ","0"
"30","GRN.1192","1/19/2022 12:00:00 AM","","","","cr40608","IMCD KENYA LIMITED","","","          ","","General             ","KES       ","","","1","Lucybriate          ","65","1013059","False","E25       ","          ","0"
"30","GRN.1193","1/18/2022 12:00:00 AM","","","","cr190621","RICHARD NANDWA","","","          ","","01                  ","KES       ","","","1","Rose                ","65","1013063","False","E25       ","          ","0"
"30","GRN.1195","1/12/2022 12:00:00 AM","","","","cr190618","ASL TRADING DIVISION","","","          ","","General             ","KES       ","","","1","Rose                ","65","1013068","False","E25       ","          ","0"
"30","GRN.1196","1/20/2022 12:00:00 AM","","","","cr190712","ROMI ENTERPRISES","","","          ","","General             ","KES       ","","","1","Lucybriate          ","65","1013071","False","E25       ","          ","0"
"30","GRN.1197","1/20/2022 12:00:00 AM","","","","cr190712","ROMI ENTERPRISES","INV 183","","          ","","General             ","KES       ","","","1","Lucybriate          ","65","1013074","False","E25       ","          ","0"
"30","GRN.1198","1/21/2022 12:00:00 AM","","","","cr190676","FLORENCE NJOKI NDUNGU","","","          ","","01                  ","KES       ","","","1","Rose                ","65","1013077","False","E25       ","          ","0"
"30","GRN.1199","1/24/2022 12:00:00 AM","","","","cr190676","FLORENCE NJOKI NDUNGU","","","          ","","01                  ","KES       ","","","1","Lucybriate          ","65","1013080","False","E25       ","          ","0"
"30","GRN.1200","1/26/2022 12:00:00 AM","","","","cr190675","WELLSPETROLEUM","","","          ","","General             ","KES       ","","","1","Rose                ","65","1013083","False","E25       ","          ","0"
"30","GRN.1201","1/31/2022 12:00:00 AM","","","","cr190723","SPECTRA CHEMICALS KENYA LTD","","","          ","","General             ","KES       ","","","1","Lucybriate          ","65","1013090","False","E25       ","          ","0"
"30","GRN.1202","1/31/2022 12:00:00 AM","","","","cr381","ESTHER MWITHIGA","","","          ","","notvat              ","KES       ","","","1","Lucybriate          ","65","1013092","True","E25       ","          ","0"
"30","GRN.1203","1/31/2022 12:00:00 AM","","","","cr40610","Euro Industrial chemicals Ltd","","","          ","","General             ","KES       ","","","1","Lucybriate          ","65","1013094","False","E25       ","          ","0"
"30","GRN.1204","1/31/2022 12:00:00 AM","","","","cr30594","MARY W MAARA","","","          ","","notvat              ","KES       ","","","1","Lucybriate          ","65","1013096","True","E25       ","          ","0"
"30","GRN.1205","1/31/2022 12:00:00 AM","","","","cr429","RESOLUTE SUPPLIERS","","","          ","","notvat              ","KES       ","","","1","Rose                ","65","1013099","True","E25       ","          ","0"
"30","GRN.1206","2/4/2022 12:00:00 AM","","","","cr40608","IMCD KENYA LIMITED","","","          ","","General             ","KES       ","","","1","Rose                ","66","1013102","False","E25       ","          ","0"
"30","GRN.1207","2/8/2022 12:00:00 AM","","","","cr432","WANAINCHI HARDWARE","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013105","False","E25       ","          ","0"
"30","GRN.1208","2/8/2022 12:00:00 AM","","","","cr528","CORRUGATED SHEETS LIMITED","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013108","False","E25       ","          ","0"
"30","GRN.1209","2/10/2022 12:00:00 AM","","","","cr190618","ASL TRADING DIVISION","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013113","False","E25       ","          ","0"
"30","GRN.1210","2/11/2022 12:00:00 AM","","","","cr190712","ROMI ENTERPRISES","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013116","False","E25       ","          ","0"
"30","GRN.1211","2/11/2022 12:00:00 AM","","","","cr411","OILIBYA  COMPANY","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013120","False","E25       ","          ","0"
"30","GRN.1212","2/11/2022 12:00:00 AM","","","","cr411","OILIBYA  COMPANY","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013125","False","E25       ","          ","0"
"30","GRN.1213","2/11/2022 12:00:00 AM","","","","cr40608","IMCD KENYA LIMITED","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013129","False","E25       ","          ","0"
"30","GRN.1214","2/12/2022 12:00:00 AM","","","","cr411","OILIBYA  COMPANY","","","          ","","General             ","KES       ","","","1","Rose                ","66","1013132","False","E25       ","          ","0"
"30","GRN.1215","2/14/2022 12:00:00 AM","","","","cr190675","WELLSPETROLEUM","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013135","False","E25       ","          ","0"
"30","GRN.1216","2/14/2022 12:00:00 AM","","","","cr190698","METAL CANS  CLOSURES KE LTD","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013139","False","E25       ","          ","0"
"30","GRN.1217","2/15/2022 12:00:00 AM","","","","cr190712","ROMI ENTERPRISES","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013142","False","E25       ","          ","0"
"30","GRN.1218","2/10/2022 12:00:00 AM","","","","cr590","TUFFSTEEL LIMITED","","","          ","","inc                 ","KES       ","","","1","admin               ","66","1013145","True","          ","          ","0"
"30","GRN.1219","2/17/2022 12:00:00 AM","","","","cr379","JOPET ENTERPRISES","INV 216","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013146","False","E25       ","          ","0"
"30","GRN.1220","2/16/2022 12:00:00 AM","","","","cr190676","FLORENCE NJOKI NDUNGU","","","          ","","01                  ","KES       ","","","1","Lucybriate          ","66","1013150","False","E25       ","          ","0"
"30","GRN.1221","2/21/2022 12:00:00 AM","","","","cr190712","ROMI ENTERPRISES","INV 192","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013153","False","E25       ","          ","0"
"30","GRN.1222","2/22/2022 12:00:00 AM","","","","cr190712","ROMI ENTERPRISES","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013156","False","E25       ","          ","0"
"30","GRN.1223","2/24/2022 12:00:00 AM","","","","cr40608","IMCD KENYA LIMITED","","","          ","","General             ","KES       ","","","1","Lucybriate          ","66","1013159","False","E25       ","          ","0"
"30","GRN.1224","2/26/2022 12:00:00 AM","","","","cr190712","ROMI ENTERPRISES","","","          ","","General             ","KES       ","","","1","Rose                ","66","1013162","False","E25       ","          ","0"
"30","GRN.1225","2/28/2022 12:00:00 AM","","","","cr190675","WELLSPETROLEUM","","","          ","","General             ","KES       ","","","1","Rose                ","66","1013165","False","E25       ","          ","0"
"30","GRN.1226","2/28/2022 12:00:00 AM","","","","cr190676","FLORENCE NJOKI NDUNGU","INV 015","","          ","","01                  ","KES       ","","","1","Lucybriate          ","66","1013168","False","E25       ","          ","0"
"30","GRN.1227","2/23/2022 12:00:00 AM","","","","cr429","RESOLUTE SUPPLIERS","INV 3551","","          ","","notvat              ","KES       ","","","1","Lucybriate          ","66","1013171","True","E25       ","          ","0"
"30","GRN.1228","3/1/2022 12:00:00 AM","","","","cr429","RESOLUTE SUPPLIERS","INV 3551","","          ","","notvat              ","KES       ","","","1","Lucybriate          ","67","1013174","True","E25       ","          ","0"
"30","GRN.1229","3/1/2022 12:00:00 AM","","","","cr30594","MARY W MAARA","","","          ","","notvat              ","KES       ","","","1","Lucybriate          ","67","1013177","True","E25       ","          ","0"
"30","GRN.1230","3/1/2022 12:00:00 AM","","","","cr429","RESOLUTE SUPPLIERS","","","          ","","notvat              ","KES       ","","","1","Lucybriate          ","67","1013180","True","E25       ","          ","0"
"30","GRN.1231","3/1/2022 12:00:00 AM","","","","cr576","MASTER VENTURES","","","          ","","General             ","KES       ","","","1","Lucybriate          ","67","1013183","False","E25       ","          ","0"
"30","GRN.1232","3/2/2022 12:00:00 AM","","","","cr190723","SPECTRA CHEMICALS KENYA LTD","","","          ","","General             ","KES       ","","","1","Lucybriate          ","67","1013186","False","E25       ","          ","0"
"30","GRN.1233","3/2/2022 12:00:00 AM","","","","cr190662","KENSALT LIMITED","","","          ","","General             ","KES       ","","","1","Lucybriate          ","67","1013191","False","E25       ","          ","0"
"30","GRN.1234","3/2/2022 12:00:00 AM","","","","cr190618","ASL TRADING DIVISION","INV 1011311084","","          ","","General             ","KES       ","","","1","Lucybriate          ","67","1013194","False","E25       ","          ","0"
"30","GRN.1235","2/24/2022 12:00:00 AM","","","","cr30594","MARY W MAARA","","","          ","","notvat              ","KES       ","","","1","Lucybriate          ","66","1013197","True","E25       ","          ","0"
"30","GRN.1236","3/3/2022 12:00:00 AM","","","","cr190698","METAL CANS  CLOSURES KE LTD","","","          ","","General             ","KES       ","","","1","Lucybriate          ","67","1013200","False","E25       ","          ","0"
"30","GRN.1237","3/1/2022 12:00:00 AM","","","","cr120615","CASH PURCHASE","","","          ","","General             ","KES       ","","","1","Lucybriate          ","67","1013203","False","E25       ","          ","0"
"30","GRN.1238","3/5/2022 12:00:00 AM","","","","cr120615","CASH PURCHASE","","","          ","","General             ","KES       ","","","1","Lucybriate          ","67","1013206","False","          ","          ","0"
"30","GRN.1239","3/5/2022 12:00:00 AM","","","","cr399","EAST AFRICAN FOUNDRY WORKS (K)","","","          ","","General             ","KES       ","","","1","Lucybriate          ","67","1013209","False","E25       ","          ","0"
"30","GRN.1240","3/8/2022 12:00:00 AM","","","","cr190726","JOSAQ ENTERPRISES LTD","","","          ","","notvat              ","KES       ","","","1","Lucybriate          ","67","1013214","True","E25       ","          ","0"
"30","GRN.1241","3/7/2022 12:00:00 AM","","","","cr190726","JOSAQ ENTERPRISES LTD","","","          ","","notvat              ","KES       ","","","1","Lucybriate          ","67","1013217","True","E25       ","          ","0"
"30","GRN.1242","3/9/2022 12:00:00 AM","","","","cr190687","TAKEZO  VENTURES LTD","INV 121","","          ","","01                  ","KES       ","","","1","Lucybriate          ","67","1013220","False","E25       ","          ","0"
