"docno","date","itemcode","externalref","narrative","amount","printed","journal","currency"
"Rct1431             ","6/22/2021 12:00:00 AM","Dr510712            ","cash Deposit","Paid in KES","306000.00","","Jv27143","KES       "
"Rct1432             ","6/29/2021 12:00:00 AM","Dr552               ","Mpesa","Paid in KES","304000.00","","Jv27146","KES       "
"Rct1433             ","6/22/2021 12:00:00 AM","Dr431               ","TRF","Paid in KES","1271616.00","","Jv27147","KES       "
"Rct1434             ","7/27/2021 12:00:00 AM","Dr510688            ","TRF","Paid in KES","2609224.00","","Jv27152","KES       "
"Rct1435             ","3/19/2021 12:00:00 AM","Dr510816            ","INV1520","Pain in :KES","1002440.00","","Jv27170","KES       "
"Rct1436             ","8/13/2021 12:00:00 AM","Dr510805            ","MPESA","Paid in KES","42000.00","True","Jv27192","KES       "
"Rct1437             ","8/13/2021 12:00:00 AM","Dr510751            ","CHQ 000053","Paid in KES","773522.00","True","Jv27217","KES       "
"Rct1438             ","8/13/2021 12:00:00 AM","Dr510725            ","CHQ.004779","Paid in KES","810776.00","True","Jv27326","KES       "
"Rct1439             ","8/6/2021 12:00:00 AM","Dr510758            ","TRF","Paid in KES","847217.00","True","Jv27338","KES       "
"Rct1440             ","8/5/2021 12:00:00 AM","Dr510856            ","BBK000344","Paid in KES","212610.00","True","Jv27360","KES       "
"Rct1441             ","8/17/2021 12:00:00 AM","Dr510866            ","cash","Paid in KES","2800.00","True","Jv27406","KES       "
"Rct1442             ","8/17/2021 12:00:00 AM","Dr510824            ","MPESA","Paid in KES","48000.00","True","Jv27415","KES       "
"Rct1443             ","8/23/2021 12:00:00 AM","Dr369               ","","Paid in KES","34000.00","True","Jv27459","KES       "
"Rct1444             ","8/23/2021 12:00:00 AM","Dr510805            ","","Paid in KES","22500.00","True","Jv27474","KES       "
"Rct1445             ","8/11/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","1078000.00","True","Jv27478","KES       "
"Rct1447             ","8/24/2021 12:00:00 AM","Dr533               ","Mpesa","Paid in KES","96000.00","True","Jv27483","KES       "
"Rct1448             ","6/7/2021 12:00:00 AM","Dr561               ","chq","Paid in KES","12821.00","","Jv27493","KES       "
"Rct1449             ","6/8/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","33000.00","","Jv27502","KES       "
"Rct1450             ","6/11/2021 12:00:00 AM","Dr510849            ","Mpesa","Paid in KES","16000.00","","Jv27510","KES       "
"Rct1451             ","6/15/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","35000.00","","Jv27514","KES       "
"Rct1452             ","8/26/2021 12:00:00 AM","Dr510867            ","","Paid in KES","4000.00","True","Jv27636","KES       "
"Rct1453             ","8/26/2021 12:00:00 AM","Dr510832            ","","Paid in KES","6000.00","True","Jv27655","KES       "
"Rct1459             ","8/20/2021 12:00:00 AM","Dr510810            ","CHQ 001976","Paid in KES","845172.00","True","Jv27662","KES       "
"Rct1462             ","7/23/2021 12:00:00 AM","Dr510780            ","RTGS","Paid in KES","342000.00","","Jv27697","KES       "
"Rct1463             ","8/5/2021 12:00:00 AM","Dr510780            ","CASH","Paid in KES","348000.00","","Jv27700","KES       "
"Rct1464             ","8/12/2021 12:00:00 AM","Dr510819            ","TRF","Paid in KES","1206897.00","True","Jv27709","KES       "
"Rct1466             ","9/1/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","22000.00","True","Jv27724","KES       "
"Rct1467             ","9/1/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","40000.00","","Jv27725","KES       "
"Rct1468             ","8/27/2021 12:00:00 AM","Dr510751            ","CHQ 000054","Paid in KES","928000.00","True","Jv27746","KES       "
"Rct1471             ","9/2/2021 12:00:00 AM","Dr510784            ","","Paid in KES","22750.00","True","Jv27780","KES       "
"Rct1472             ","7/19/2021 12:00:00 AM","Dr510815            ","INV.1751","Paid in KES","9400.00","True","Jv27789","KES       "
"Rct1473             ","9/3/2021 12:00:00 AM","Dr510874            ","","Paid in KES","5500.00","True","Jv27806","KES       "
"Rct1474             ","9/3/2021 12:00:00 AM","Dr510873            ","Mpesa","Paid in KES","16500.00","True","Jv27807","KES       "
"Rct1475             ","9/3/2021 12:00:00 AM","Dr510842            ","Mpesa","Paid in KES","142200.00","True","Jv27812","KES       "
"Rct1478             ","9/3/2021 12:00:00 AM","Dr510842            ","Mpesa","Paid in KES","126400.00","True","Jv27813","KES       "
"Rct1479             ","9/6/2021 12:00:00 AM","Dr510877            ","Mpesa","Paid in KES","10000.00","True","Jv27975","KES       "
"Rct1480             ","9/6/2021 12:00:00 AM","Dr510773            ","Mpesa","Paid in KES","24000.00","True","Jv27978","KES       "
"Rct1481             ","7/2/2021 12:00:00 AM","Dr140670            ","TRF","Paid in KES","752400.00","","Jv27985","KES       "
"Rct1482             ","9/6/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","21000.00","True","Jv27989","KES       "
"Rct1483             ","9/7/2021 12:00:00 AM","Dr510878            ","MPESA","Paid in KES","6000.00","True","Jv28005","KES       "
"Rct1485             ","9/7/2021 12:00:00 AM","Dr510784            ","","Paid in KES","22750.00","True","Jv28010","KES       "
"Rct1486             ","9/7/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","21000.00","True","Jv28017","KES       "
"Rct1487             ","9/8/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","51000.00","True","Jv28036","KES       "
"Rct1488             ","9/8/2021 12:00:00 AM","Dr510830            ","Mpesa","Paid in KES","96000.00","True","Jv28037","KES       "
"Rct1491             ","9/8/2021 12:00:00 AM","Dr510798            ","Mpesa","Paid in KES","25000.00","True","Jv28038","KES       "
"Rct1492             ","9/8/2021 12:00:00 AM","Dr392               ","Mpesa","Paid in KES","20350.00","True","Jv28041","KES       "
"Rct1493             ","9/7/2021 12:00:00 AM","Dr510815            ","INV.1865","Paid in KES","10000.00","True","Jv28050","KES       "
"Rct1494             ","9/8/2021 12:00:00 AM","Dr510769            ","Transfer","Paid in KES","84000.00","True","Jv28051","KES       "
"Rct1495             ","9/9/2021 12:00:00 AM","Dr510815            ","CASH","Paid in KES","10000.00","True","Jv28052","KES       "
"Rct1496             ","7/27/2021 12:00:00 AM","Dr510815            ","CASH","Paid in KES","19999.98","","Jv28061","KES       "
"Rct1497             ","8/26/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","462000.00","True","Jv28083","KES       "
"Rct1499             ","9/13/2021 12:00:00 AM","Dr510856            ","CHQ 022028","Paid in KES","86633.00","True","Jv28199","KES       "
"Rct1500             ","9/14/2021 12:00:00 AM","Dr510794            ","MPESA","Paid in KES","9600.00","True","Jv28251","KES       "
"Rct1502             ","9/15/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","51000.00","True","Jv28282","KES       "
"Rct1503             ","9/15/2021 12:00:00 AM","Dr510815            ","MPESA","Paid in KES","30000.00","True","Jv28285","KES       "
"Rct1504             ","9/15/2021 12:00:00 AM","Dr510815            ","MPESA","Paid in KES","75000.00","True","Jv28288","KES       "
"Rct1505             ","9/13/2021 12:00:00 AM","Dr533               ","","Paid in KES","96000.00","True","Jv28289","KES       "
"Rct1508             ","9/9/2021 12:00:00 AM","Dr90670             ","CHQ 000300","Paid in KES","223200.00","True","Jv28294","KES       "
"Rct1510             ","9/15/2021 12:00:00 AM","Dr510751            ","CHQ 000063","Paid in KES","560000.00","True","Jv28297","KES       "
"Rct1514             ","9/8/2021 12:00:00 AM","Dr510751            ","CHQ 000062","Paid in KES","800000.00","True","Jv28302","KES       "
"Rct1515             ","9/15/2021 12:00:00 AM","Dr510751            ","CHQ 000061","Paid in KES","800000.00","True","Jv28303","KES       "
"Rct1523             ","9/15/2021 12:00:00 AM","Dr510751            ","CHQ 000065","Paid in KES","800000.00","True","Jv28304","KES       "
"Rct1525             ","9/16/2021 12:00:00 AM","Dr510880            ","CHQ 000529","Paid in KES","8960.00","True","Jv28332","KES       "
"Rct1526             ","8/31/2021 12:00:00 AM","Dr510688            ","TRF","Paid in KES","3478966.00","","Jv28344","KES       "
"Rct1528             ","6/21/2021 12:00:00 AM","Dr510773            ","Mpesa","Paid in KES","47160.00","","Jv28360","KES       "
"Rct1529             ","6/21/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","23100.00","","Jv28363","KES       "
"Rct1530             ","9/17/2021 12:00:00 AM","Dr593               ","Mpesa","Paid in KES","7500.00","True","Jv28431","KES       "
"Rct1531             ","9/17/2021 12:00:00 AM","Dr369               ","MPESA","Paid in KES","51000.00","True","Jv28536","KES       "
"Rct1532             ","9/14/2021 12:00:00 AM","Dr510783            ","INV.1895","Paid in KES","17385.00","True","Jv28541","KES       "
"Rct1533             ","9/18/2021 12:00:00 AM","Dr510784            ","MPESA","Paid in KES","45000.00","True","Jv28561","KES       "
"Rct1535             ","9/16/2021 12:00:00 AM","Dr510884            ","CHQ 003475","Paid in KES","13560.00","True","Jv28657","KES       "
"Rct1536             ","9/17/2021 12:00:00 AM","Dr510762            ","CHQ.001974","Paid in KES","12776.00","True","Jv28658","KES       "
"Rct1537             ","9/16/2021 12:00:00 AM","Dr510882            ","CHQ 003088","Paid in KES","8960.00","True","Jv28659","KES       "
"Rct1541             ","9/20/2021 12:00:00 AM","Dr593               ","chq002561","Paid in KES","73706.00","True","Jv28765","KES       "
"Rct1542             ","9/21/2021 12:00:00 AM","Dr510886            ","CHQ 000595","Paid in KES","8960.00","True","Jv28783","KES       "
"Rct1544             ","9/21/2021 12:00:00 AM","Dr510881            ","Chq002791","Paid in KES","8960.00","True","Jv28787","KES       "
"Rct1546             ","9/21/2021 12:00:00 AM","Dr140670            ","Transfer","Paid in KES","342000.00","True","Jv28861","KES       "
"Rct1547             ","9/19/2021 12:00:00 AM","Dr510854            ","RTGs","Paid in KES","2138482.00","True","Jv28863","KES       "
"Rct1548             ","9/22/2021 12:00:00 AM","Dr510716            ","RTGs","Paid in KES","2202362.00","True","Jv28865","KES       "
"Rct1549             ","9/15/2021 12:00:00 AM","Dr425               ","","Paid in KES","204000.00","True","Jv28868","KES       "
"CHQ001791           ","9/6/2021 12:00:00 AM","Dr425               ","","Paid in KES","510000.00","True","Jv28869","KES       "
"Rct1551             ","9/23/2021 12:00:00 AM","Dr510794            ","mpesa","Paid in KES","6800.00","True","Jv28882","KES       "
"Rct1552             ","9/24/2021 12:00:00 AM","Dr510784            ","mpesa","Paid in KES","9000.00","True","Jv28891","KES       "
"Rct1553             ","9/24/2021 12:00:00 AM","Dr392               ","mpesa","Paid in KES","4700.00","True","Jv28935","KES       "
"Rct1555             ","9/25/2021 12:00:00 AM","Dr369               ","MPESA","Paid in KES","51000.00","True","Jv28959","KES       "
"Rct1556             ","9/25/2021 12:00:00 AM","Dr584               ","MPESA","Paid in KES","42000.00","True","Jv28980","KES       "
"Rct1557             ","9/27/2021 12:00:00 AM","Dr510815            ","Mpesa","Paid in KES","30000.00","True","Jv29002","KES       "
"Rct1558             ","9/24/2021 12:00:00 AM","Dr510856            ","CHQ000380","Paid in KES","214993.55","True","Jv29013","KES       "
"Rct1559             ","9/27/2021 12:00:00 AM","Dr510889            ","CHQ000008","Paid in KES","4990.00","True","Jv29024","KES       "
"Rct1560             ","9/27/2021 12:00:00 AM","Dr510883            ","CHQ005167","Paid in KES","48745.00","True","Jv29025","KES       "
"Rct1561             ","9/28/2021 12:00:00 AM","Dr510884            ","CHQ003495","Paid in KES","21800.00","True","Jv29044","KES       "
"Rct1563             ","9/28/2021 12:00:00 AM","Dr510725            ","CHQ004855","Paid in KES","681052.00","True","Jv29047","KES       "
"Rct1564             ","9/28/2021 12:00:00 AM","Dr510751            ","CHQ000067","Paid in KES","1600000.00","True","Jv29053","KES       "
"Rct1565             ","9/28/2021 12:00:00 AM","Dr510823            ","MPESA","Paid in KES","7600.00","True","Jv29066","KES       "
"Rct1566             ","9/28/2021 12:00:00 AM","Dr510794            ","MPESA","Paid in KES","4800.00","True","Jv29071","KES       "
"Rct1567             ","9/27/2021 12:00:00 AM","Dr510794            ","MPESA","Paid in KES","2000.00","True","Jv29073","KES       "
"Rct1568             ","9/28/2021 12:00:00 AM","Dr510866            ","MPESA","Paid in KES","4200.00","True","Jv29079","KES       "
"Rct1569             ","10/1/2021 12:00:00 AM","Dr510751            ","chq 000071","Paid in KES","800000.00","True","Jv29205","KES       "
"Rct1570             ","10/5/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","22500.00","True","Jv29254","KES       "
"Rct1571             ","10/5/2021 12:00:00 AM","Dr510794            ","Mpesa","Paid in KES","9600.00","True","Jv29315","KES       "
"Rct2215             ","7/19/2022 12:00:00 AM","Dr510934            ","","Paid in KES","54100.06","True","Jv38116","KES       "
"Rct2217             ","7/19/2022 12:00:00 AM","Dr510908            ","","Paid in KES","4999.99","True","Jv38119","KES       "
"Rct2218             ","6/27/2022 12:00:00 AM","Dr510795            ","chq001152","Paid in KES","721500.00","True","Jv38140","KES       "
"Rct2219             ","6/27/2022 12:00:00 AM","Dr510999            ","Chq000019","Paid in KES","4800.00","True","Jv38141","KES       "
"Rct2220             ","7/20/2022 12:00:00 AM","Dr510766            ","chq107635","Paid in KES","94343.70","True","Jv38179","KES       "
"Rct2221             ","7/22/2022 12:00:00 AM","Dr511012            ","Mpesa","Paid in KES","1500.00","True","Jv38235","KES       "
"Rct2222             ","7/26/2022 12:00:00 AM","Dr510922            ","Mpesa","Paid in KES","15120.00","True","Jv38310","KES       "
"Rct2223             ","7/26/2022 12:00:00 AM","Dr510815            ","Mpesa","Paid in KES","80000.00","True","Jv38317","KES       "
"Rct2224             ","7/26/2022 12:00:00 AM","Dr511014            ","Mpesa","Paid in KES","1392.00","True","Jv38318","KES       "
"Rct2225             ","7/26/2022 12:00:00 AM","Dr510810            ","Chq002318","Paid in KES","832800.00","True","Jv38328","KES       "
"Rct2226             ","7/26/2022 12:00:00 AM","Dr510810            ","chq002317","Paid in KES","900000.00","True","Jv38329","KES       "
"Rct2227             ","7/27/2022 12:00:00 AM","Dr511016            ","Mpesa","Paid in KES","27500.00","True","Jv38340","KES       "
"Rct2228             ","7/27/2022 12:00:00 AM","Dr369               ","mpesa","Paid in KES","39310.00","True","Jv38341","KES       "
"Rct2229             ","7/28/2022 12:00:00 AM","Dr510794            ","cash","Paid in KES","7050.00","True","Jv38348","KES       "
"Rct2230             ","7/28/2022 12:00:00 AM","Dr510794            ","Mpesa","Paid in KES","5800.00","True","Jv38349","KES       "
"Rct2231             ","7/29/2022 12:00:00 AM","Dr510958            ","mpesa","Paid in KES","13600.00","True","Jv38360","KES       "
"Rct2232             ","7/13/2022 12:00:00 AM","Dr510958            ","mpesa","Paid in KES","5099.78","","Jv38361","KES       "
"Rct2233             ","7/30/2022 12:00:00 AM","Dr511019            ","","Paid in KES","2400.00","True","Jv38387","KES       "
