"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","discount","PartPerUnit","QuantityToReceive","PriceToReceive","unitofreceivedIn","packzizegrn"
"1013529","20","2/10/2022 12:00:00 AM","PINV.1171","          ","","S.60230","FLAT BAR 40X3mm                                   ","pcs       ","1.00","","","720","99.31","720.00","","","","","","","16.00","True","","","","1","","","",""
"1013530","18","2/16/2022 12:00:00 AM","LPO1590","","","S.15","Drum Empties                                      ","Units     ","30.00","","30.00","1200","0.00","36000.00","True","","","","","0                   ","16.00","False","","","0","1","30","1200","Units               ","1"
"1013531","30","2/16/2022 12:00:00 AM","GRN.1220","","","S.15","Drum Empties                                      ","Units     ","30.00","","","1200","0.00","36000.00","","","","","","","16.00","False","","","","1","","","",""
"1013532","20","2/16/2022 12:00:00 AM","PINV.1172","          ","","S.15","Drum Empties                                      ","Units     ","30.00","","","1200","0.00","36000.00","","","","","","","16.00","False","","","","1","","","",""
"1013534","30","2/21/2022 12:00:00 AM","GRN.1221","","","S.16","Drumed Bitumen 80/100                             ","kgs       ","44.00","","","67.241379","84734.90","614328.00","","","","","","","16.00","False","","","","179","","","",""
"1013535","20","2/21/2022 12:00:00 AM","PINV.1173","          ","","S.16","Drumed Bitumen 80/100                             ","kgs       ","44.00","","","67.241379","84734.90","614328.00","","","","","","","16.00","False","","","","179","","","",""
"1013533","18","2/21/2022 12:00:00 AM","LPO1591","","","S.16","Drumed Bitumen 80/100                             ","kgs       ","44.00","","44.00","67.241379","84734.90","614328.00","True","","","","","S.122               ","16.00","False","","","0","179","44","67.241379","kgs                 ","179"
"1013536","18","2/22/2022 12:00:00 AM","LPO1592","","","S.16","Drumed Bitumen 80/100                             ","kgs       ","14760.00","","14760.00","67.241379","158797.24","1151280.00","True","","","","","S.122               ","16.00","False","","","0","1","14760","67.241379","kgs                 ","1"
"1013537","30","2/22/2022 12:00:00 AM","GRN.1222","","","S.16","Drumed Bitumen 80/100                             ","kgs       ","14760.00","","","67.241379","158797.24","1151280.00","","","","","","","16.00","False","","","","1","","","",""
"1013538","20","2/22/2022 12:00:00 AM","PINV.1174","          ","","S.16","Drumed Bitumen 80/100                             ","kgs       ","14760.00","","","67.241379","158797.24","1151279.99","","","","","","","16.00","False","","","","1","","","",""
"1013539","18","2/24/2022 12:00:00 AM","LPO1593","","","S.160","Redicote EM 44                                    ","kgs       ","360.00","","360.00","915","52704.00","382104.00","True","","","","","0                   ","16.00","False","","","0","1","360","915","kgs                 ","1"
"1013540","30","2/24/2022 12:00:00 AM","GRN.1223","","","S.160","Redicote EM 44                                    ","kgs       ","360.00","","","915","52704.00","382104.00","","","","","","","16.00","False","","","","1","","","",""
"1013541","20","2/24/2022 12:00:00 AM","PINV.1175","          ","","S.160","Redicote EM 44                                    ","kgs       ","360.00","","","915","52704.00","382104.00","","","","","","","16.00","False","","","","1","","","",""
"1013567","30","3/2/2022 12:00:00 AM","GRN.1232","","","S.17","HCL                                               ","kgs       ","400.00","","","65","4160.00","30160.00","","","","","","","16.00","False","","","","1","","","",""
"1013543","30","2/26/2022 12:00:00 AM","GRN.1224","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","35.00","","","71.038251","0.00","455000.00","","","","","","","0.00","False","","","","183","","","",""
"1013544","20","2/26/2022 12:00:00 AM","PINV.1176","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","35.00","","","71.038251","0.00","455000.00","","","","","","","0.00","False","","","","183","","","",""
"1013545","18","2/28/2022 12:00:00 AM","LPO1595","","","S.113","Diesel                                            ","litres    ","10000.00","","10000.00","100.925926","80740.74","1090000.00","True","","","","","0                   ","8.00","False","","","0","1","10000","100.925926","litres              ","1"
"1013546","30","2/28/2022 12:00:00 AM","GRN.1225","","","S.113","Diesel                                            ","litres    ","10000.00","","","100.925926","80740.74","1090000.00","","","","","","","8.00","False","","","","1","","","",""
"1013547","20","2/28/2022 12:00:00 AM","PINV.1177","          ","","S.113","Diesel                                            ","litres    ","10000.00","","","100.925926","80740.74","1090000.00","","","","","","","8.00","False","","","","1","","","",""
"1013548","18","2/28/2022 12:00:00 AM","LPO1596","","","S.15","Drum Empties                                      ","Units     ","43.00","","43.00","1200","0.00","51600.00","True","","","","","0                   ","16.00","False","","","0","1","43","1200","Units               ","1"
"1013549","30","2/28/2022 12:00:00 AM","GRN.1226","","","S.15","Drum Empties                                      ","Units     ","43.00","","","1200","0.00","51600.00","","","","","","","16.00","False","","","","1","","","",""
"1013550","20","2/28/2022 12:00:00 AM","PINV.1178","          ","","S.15","Drum Empties                                      ","Units     ","43.00","","","1200","0.00","51600.00","","","","","","","16.00","False","","","","1","","","",""
"1013551","18","2/23/2022 12:00:00 AM","LPO1597","","","S.15","Drum Empties                                      ","Units     ","79.00","","79.00","1200","0.00","94800.00","True","","","","","0                   ","16.00","True","","","0","1","79","1200","Units               ","1"
"1013552","30","2/23/2022 12:00:00 AM","GRN.1227","","","S.15","Drum Empties                                      ","Units     ","79.00","","","1200","0.00","94800.00","","","","","","","16.00","True","","","","1","","","",""
"1013553","20","2/23/2022 12:00:00 AM","PINV.1179","          ","","S.15","Drum Empties                                      ","Units     ","79.00","","","1200","0.00","94800.00","","","","","","","16.00","True","","","","1","","","",""
"1013555","30","3/1/2022 12:00:00 AM","GRN.1228","","","S.15","Drum Empties                                      ","Units     ","52.00","","","1200","0.00","62400.00","","","","","","","16.00","True","","","","1","","","",""
"1013556","20","3/1/2022 12:00:00 AM","PINV.1180","          ","","S.15","Drum Empties                                      ","Units     ","52.00","","","1200","0.00","62400.00","","","","","","","16.00","True","","","","1","","","",""
"1013568","20","3/2/2022 12:00:00 AM","PINV.1184","          ","","S.17","HCL                                               ","kgs       ","400.00","","","65","4160.00","30160.00","","","","","","","16.00","False","","","","1","","","",""
"1013579","18","3/3/2022 12:00:00 AM","LPO1608","","","S.60212","BUCKET BIT NO.7                                   ","Units     ","100.00","","100.00","495","7920.00","57420.00","True","","","","","0                   ","16.00","False","","","0","1","100","495","Units               ","1"
"1013580","18","3/3/2022 12:00:00 AM","LPO1608","","","S.60209","TIN BIT NO.7                                      ","Units     ","94.00","","94.00","93","1398.72","10140.72","True","","","","","0                   ","16.00","False","","","0","1","94","93","Units               ","1"
"1013581","30","3/3/2022 12:00:00 AM","GRN.1236","","","S.60212","BUCKET BIT NO.7                                   ","Units     ","100.00","","","495","7920.00","57420.00","","","","","","","16.00","False","","","","1","","","",""
"1013582","30","3/3/2022 12:00:00 AM","GRN.1236","","","S.60209","TIN BIT NO.7                                      ","Units     ","94.00","","","93","1398.72","10140.72","","","","","","","16.00","False","","","","1","","","",""
"1013583","20","3/3/2022 12:00:00 AM","PINV.1188","          ","","S.60212","BUCKET BIT NO.7                                   ","Units     ","100.00","","","495","7920.00","57420.00","","","","","","","16.00","False","","","","1","","","",""
"1013584","20","3/3/2022 12:00:00 AM","PINV.1188","          ","","S.60209","TIN BIT NO.7                                      ","Units     ","94.00","","","93","1398.72","10140.72","","","","","","","16.00","False","","","","1","","","",""
"1013585","18","3/1/2022 12:00:00 AM","LPO1609","","","S.16","Drumed Bitumen 80/100                             ","kgs       ","1368.00","","1368.00","65","0.00","88920.00","True","","","","","S.122               ","0.00","False","","","0","1","1368","65","kgs                 ","1"
"1013586","30","3/1/2022 12:00:00 AM","GRN.1237","","","S.16","Drumed Bitumen 80/100                             ","kgs       ","1368.00","","","65","0.00","88920.00","","","","","","","0.00","False","","","","1","","","",""
"1013587","20","3/1/2022 12:00:00 AM","PINV.1189","          ","","S.16","Drumed Bitumen 80/100                             ","kgs       ","1368.00","","","65","0.00","88920.00","","","","","","","0.00","False","","","","1","","","",""
"1013588","18","3/5/2022 12:00:00 AM","LPO1610","","","S.16","Drumed Bitumen 80/100                             ","kgs       ","2613.00","","2613.00","65","0.00","169845.00","True","","","","","S.122               ","0.00","False","","","0","1","2613","65","kgs                 ","1"
"1013589","30","3/5/2022 12:00:00 AM","GRN.1238","","","S.16","Drumed Bitumen 80/100                             ","kgs       ","2613.00","","","65","0.00","169845.00","","","","","","","0.00","False","","","","1","","","",""
"1013590","20","3/5/2022 12:00:00 AM","PINV.1190","          ","","S.16","Drumed Bitumen 80/100                             ","kgs       ","2613.00","","","65","0.00","169845.00","","","","","","","0.00","False","","","","1","","","",""
"1013591","18","3/5/2022 12:00:00 AM","LPO1611","","","S.15","Drum Empties                                      ","Units     ","8.00","","8.00","900","0.00","7200.00","True","","","","","0                   ","0.00","False","","","0","1","8","900","Units               ","1"
"1013592","30","3/5/2022 12:00:00 AM","GRN.1239","","","S.15","Drum Empties                                      ","Units     ","8.00","","","900","0.00","7200.00","","","","","","","0.00","False","","","","1","","","",""
"1013593","20","3/5/2022 12:00:00 AM","PINV.1191","          ","","S.15","Drum Empties                                      ","Units     ","8.00","","","900","0.00","7200.00","","","","","","","0.00","False","","","","1","","","",""
"1013594","18","3/8/2022 12:00:00 AM","LPO1612","","","S.13","Kerosene                                          ","litres    ","20000.00","","","94.444444","151111.11","2040000.00","True","","","","","0                   ","8.00","False","","","0","1","20000","94.444444","litres              ","1"
"1013595","18","3/8/2022 12:00:00 AM","LPO1613","","","S.13","Kerosene                                          ","litres    ","10000.00","","10000.00","94.444444","75555.56","1020000.00","True","","","","","0                   ","8.00","False","","","0","1","10000","94.444444","litres              ","1"
